Region,Date,Segment,Country,Currency,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit
Europe,2023-10-01,Channel Partners,Andorre,EUR,Carretera,High,2007,10,350,702450,105367.5,597082.5,521820,75262.5
Europe,2023-10-01,Channel Partners,Andorre,EUR,Paseo,High,2574,120,300,772200,115830,656370,643500,12870
Europe,2023-10-01,Government,Andorre,EUR,Montana,High,2954,250,125,369250,55387.5,313862.5,354480,-40617.5
Europe,2023-10-01,Government,Andorre,EUR,Paseo,High,2152,10,15,32280,0,32280,21520,10760
Europe,2023-10-01,Government,Andorre,EUR,Velo,High,1925,10,15,28875,577.5,28297.5,19250,9047.5
Europe,2023-10-01,Government,Andorre,EUR,Amarilla,High,2013,10,7,14091,281.82,13809.18,10065,3744.18
Europe,2023-10-01,Government,Andorre,EUR,Montana,High,266,250,350,93100,1862,91238,69160,22078
Europe,2023-10-01,Government,Andorre,EUR,Paseo,High,908,3,12,10896,326.88,10569.12,2724,7845.12
Europe,2023-10-01,Government,Andorre,EUR,Montana,High,1778,260,350,622300,24892,597408,462280,135128
Europe,2023-10-01,Government,Andorre,EUR,Amarilla,High,1802,10,20,36040,1802,34238,18020,16218
Europe,2023-11-01,Midmarket,Andorre,EUR,Amarilla,Low,671,260,15,10065,402.6,9662.4,6710,2952.4
Europe,2023-11-01,Government,Andorre,EUR,Carretera,Low,1228,10,350,429800,21490,408310,319280,89030
Europe,2023-11-01,Enterprise,Andorre,EUR,Montana,Low,1389,10,20,27780,1389,26391,13890,12501
Europe,2023-11-01,Channel Partners,Andorre,EUR,Paseo,Low,1389,250,20,27780,1389,26391,13890,12501
Europe,2023-11-01,Government,Andorre,EUR,Carretera,Medium,1228,260,350,429800,21490,408310,319280,89030
Europe,2023-11-01,Government,Andorre,EUR,VTT,Medium,2299,3,12,27588,1655.28,25932.72,6897,19035.72
Europe,2023-11-01,Government,Andorre,EUR,VTT,Medium,2299,10,12,27588,1655.28,25932.72,6897,19035.72
Europe,2023-11-01,Enterprise,Andorre,EUR,Montana,Medium,727,10,350,254450,15267,239183,189020,50163
Europe,2023-11-01,Channel Partners,Andorre,EUR,Paseo,Medium,727,260,350,254450,15267,239183,189020,50163
Europe,2023-11-01,Government,Andorre,EUR,Paseo,Medium,386,3,12,4632,463.2,4168.8,1158,3010.8
Europe,2023-11-01,Small Business,Andorre,EUR,Velo,Medium,386,10,12,4632,463.2,4168.8,1158,3010.8
Europe,2023-11-01,Enterprise,Andorre,EUR,Montana,Medium,2294,120,300,688200,68820,619380,573500,45880
Europe,2023-11-01,Channel Partners,Andorre,EUR,Paseo,Medium,2294,250,300,688200,68820,619380,573500,45880
Europe,2023-11-01,Midmarket,Andorre,EUR,Amarilla,Medium,2996,3,7,20972,2936.08,18035.92,14980,3055.92
Europe,2023-11-01,Government,Andorre,EUR,VTT,Medium,2996,5,7,20972,2936.08,18035.92,14980,3055.92
Europe,2023-11-01,Government,Andorre,EUR,Carretera,High,1743,10,15,26145,3660.3,22484.7,17430,5054.7
Europe,2023-11-01,Small Business,Andorre,EUR,Velo,High,269,120,300,80700,11298,69402,67250,2152
Europe,2023-11-01,Government,Andorre,EUR,Paseo,High,269,250,300,80700,11298,69402,67250,2152
Europe,2023-11-01,Small Business,Andorre,EUR,Velo,High,1743,260,15,26145,3660.3,22484.7,17430,5054.7
Europe,2023-11-01,Midmarket,Andorre,EUR,Amarilla,High,267,10,20,5340,801,4539,2670,1869
Europe,2023-12-01,Government,Andorre,EUR,Velo,Medium,380,10,7,2660,292.6,2367.4,1900,467.4
Europe,2023-12-01,Government,Andorre,EUR,Paseo,Medium,2416,3,125,302000,36240,265760,289920,-24160
Europe,2023-12-01,Channel Partners,Andorre,EUR,Amarilla,Medium,623,250,350,218050,26166,191884,161980,29904
Europe,2023-12-01,Small Business,Andorre,EUR,Montana,Medium,2761,260,12,33132,3975.84,29156.16,8283,20873.16
Europe,2023-12-01,Channel Partners,Andorre,EUR,Amarilla,Medium,2470,10,15,37050,5187,31863,24700,7163
Europe,2023-12-01,Enterprise,Andorre,EUR,Carretera,High,345,5,125,43125,0,43125,41400,1725
Europe,2023-12-01,Government,Andorre,EUR,VTT,High,345,120,125,43125,0,43125,41400,1725
Europe,2023-12-01,Small Business,Andorre,EUR,Montana,High,663,5,125,82875,828.75,82046.25,79560,2486.25
Europe,2023-12-01,Midmarket,Andorre,EUR,Paseo,High,663,120,125,82875,828.75,82046.25,79560,2486.25
Europe,2023-12-01,Channel Partners,Andorre,EUR,Amarilla,High,2851,3,7,19957,798.28,19158.72,14255,4903.72
Europe,2023-12-01,Enterprise,Andorre,EUR,Carretera,High,2851,5,7,19957,798.28,19158.72,14255,4903.72
Europe,2023-12-01,Government,Andorre,EUR,VTT,High,671,10,15,10065,402.6,9662.4,6710,2952.4
Europe,2022-01-01,Government,Germany,EUR,Carretera,None,549,10,15,8235,0,8235,5490,2745
Europe,2022-01-01,Government,Britain,GBP,VTT,None,788,10,300,236400,0,236400,197000,39400
Europe,2022-01-01,Government,France,EUR,Paseo,Low,1527,250,350,534450,0,534450,397020,137430
Europe,2022-01-01,Small Business,France,EUR,Montana,Low,1797,5,350,628950,18868.5,610081.5,467220,142861.5
Europe,2022-01-01,Channel Partners,Allemagne,EUR,VTT,Low,1760,10,7,12320,369.6,11950.4,8800,3150.4
Europe,2022-01-01,Government,Germany,EUR,Paseo,Medium,720,5,350,252000,12600,239400,187200,52200
Europe,2022-01-01,Government,France,EUR,Montana,Medium,,,,,,,,
Europe,2022-01-01,Midmarket,Britain,GBP,Velo,Medium,1031,10,7,7217,505.19,6711.81,5155,1556.81
Europe,2022-01-01,Enterprise,France,EUR,Amarilla,Medium,2215,250,12,26580,1860.6,24719.4,6645,18074.4
Europe,2022-01-01,Channel Partners,Britain,GBP,Montana,Medium,1123,10,300,336900,23583,313317,280750,32567
Europe,2022-01-01,Small Business,Britain,GBP,Paseo,Medium,994,260,125,124250,8697.5,115552.5,119280,-3727.5
Europe,2022-01-01,Government,Britain,GBP,Paseo,Medium,2409,10,7,16863,1349.04,15513.96,12045,3468.96
Europe,2022-01-01,Midmarket,Germany,EUR,Velo,High,322,5,300,96600,8694,87906,80500,7406
Europe,2022-01-01,Government,Germany,EUR,Montana,High,2234,250,12,26808,2412.72,24395.28,6702,17693.28
Europe,2022-01-01,Channel Partners,France,EUR,VTT,High,1005,250,12,12060,1326.6,10733.4,3015,7718.4
Europe,2022-01-01,Enterprise,Britain,GBP,VTT,High,,,,,,,,
Europe,2022-01-01,Enterprise,Germany,EUR,Amarilla,High,655,120,15,9825,1080.75,8744.25,6550,2194.25
Europe,2022-01-01,Government,Britain,GBP,Amarilla,High,947,260,125,118375,13021.25,105353.75,113640,-8286.25
Europe,2022-01-01,Government,France,EUR,Carretera,High,442,3,20,8840,1149.2,7690.8,4420,3270.8
Europe,2022-01-01,Small Business,Germany,EUR,Paseo,High,660,120,15,9900,1287,8613,6600,2013
Europe,2022-01-01,Midmarket,France,EUR,Velo,High,1023,3,125,127875,17902.5,109972.5,122760,-12787.5
Europe,2022-02-01,Midmarket,Britain,GBP,Paseo,None,544,120,20,10880,217.6,10662.4,5440,5222.4
Europe,2022-02-01,Enterprise,France,EUR,Velo,None,1940,250,350,679000,13580,665420,504400,161020
Europe,2022-02-01,Government,France,EUR,VTT,None,2261,10,15,33915,1356.6,32558.4,22610,9948.4
Europe,2022-02-01,Midmarket,France,EUR,Paseo,Low,1100,5,300,330000,16500,313500,275000,38500
Europe,2022-02-01,Government,Germany,EUR,Montana,Low,2136,10,7,14952,747.6,14204.4,10680,3524.4
Europe,2022-02-01,Government,Britain,GBP,Amarilla,Low,2116,10,15,31740,1587,30153,21160,8993
Europe,2022-02-01,Channel Partners,France,EUR,Carretera,Medium,1033,120,20,20660,1033,19627,10330,9297
Europe,2022-02-01,Channel Partners,Germany,EUR,Carretera,Medium,887,3,125,110875,6652.5,104222.5,106440,-2217.5
Europe,2022-02-01,Government,France,EUR,Paseo,Medium,2125,10,7,14875,1041.25,13833.75,10625,3208.75
Europe,2022-02-01,Enterprise,Germany,EUR,Velo,Medium,588,120,20,11760,823.2,10936.8,5880,5056.8
Europe,2022-02-01,Government,Germany,EUR,Amarilla,Medium,1946,10,7,13622,1089.76,12532.24,9730,2802.24
Europe,2022-02-01,Channel Partners,Britain,GBP,VTT,Medium,1375,260,12,16500,1320,15180,4125,11055
Europe,2022-02-01,Small Business,France,EUR,VTT,Medium,334,5,300,100200,9018,91182,83500,7682
Europe,2022-02-01,Small Business,Britain,GBP,VTT,Medium,306,260,12,3672,330.48,3341.52,918,2423.52
Europe,2022-02-01,Small Business,Germany,EUR,VTT,Medium,1482,3,125,185250,18525,166725,177840,-11115
Europe,2022-02-01,Government,Germany,EUR,Paseo,High,1870,250,350,654500,65450,589050,486200,102850
Europe,2022-02-01,Government,France,EUR,Montana,High,1186,5,300,355800,42696,313104,296500,16604
Europe,2022-02-01,Midmarket,Germany,EUR,Paseo,High,380,10,15,5700,684,5016,3800,1216
Europe,2022-02-01,Government,Britain,GBP,Paseo,High,1770,260,12,21240,2761.2,18478.8,5310,13168.8
Europe,2022-02-01,Enterprise,Britain,GBP,Velo,High,,,,,,,,
Europe,2022-02-01,Government,Britain,GBP,Montana,High,1281,250,350,448350,62769,385581,333060,52521
Europe,2022-03-01,Midmarket,Germany,EUR,Montana,None,1221,120,300,366300,21978,344322,305250,39072
Europe,2022-03-01,Channel Partners,Germany,EUR,Velo,None,2076,120,350,726600,43596,683004,539760,143244
Europe,2022-03-01,Government,Britain,GBP,Carretera,Low,1221,250,300,366300,21978,344322,305250,39072
Europe,2022-03-01,Midmarket,Britain,GBP,Montana,Low,1403,260,7,9821,589.26,9231.74,7015,2216.74
Europe,2022-03-01,Government,Germany,EUR,VTT,Low,2076,260,350,726600,43596,683004,539760,143244
Europe,2022-03-01,Small Business,Germany,EUR,Amarilla,Low,1757,5,20,35140,2108.4,33031.6,17570,15461.6
Europe,2022-03-01,Small Business,Britain,GBP,Amarilla,Low,1757,10,20,35140,2108.4,33031.6,17570,15461.6
Europe,2022-03-01,Enterprise,Germany,EUR,Paseo,Low,,,,,,,,
Europe,2022-03-01,Enterprise,France,EUR,Paseo,Medium,367,10,12,4404,396.36,4007.64,1101,2906.64
Europe,2022-03-01,Midmarket,France,EUR,Montana,Medium,2167,10,15,32505,3250.5,29254.5,21670,7584.5
Europe,2022-03-01,Enterprise,Britain,GBP,Paseo,Medium,2167,250,15,32505,3250.5,29254.5,21670,7584.5
Europe,2022-03-01,Channel Partners,France,EUR,Velo,Medium,1198,3,12,14376,1581.36,12794.64,3594,9200.64
Europe,2022-03-01,Government,France,EUR,Paseo,High,1198,10,12,14376,1581.36,12794.64,3594,9200.64
Europe,2022-03-01,Government,Germany,EUR,Carretera,High,2992,5,20,59840,6582.4,53257.6,29920,23337.6
Europe,2022-03-01,Government,Britain,GBP,Paseo,High,2992,10,20,59840,6582.4,53257.6,29920,23337.6
Europe,2022-03-01,Government,France,EUR,VTT,High,344,120,350,120400,13244,107156,89440,17716
Europe,2022-03-01,Government,France,EUR,Carretera,High,344,260,350,120400,13244,107156,89440,17716
Europe,2022-03-01,Government,Britain,GBP,VTT,High,1715,5,20,34300,4116,30184,17150,13034
Europe,2022-03-01,Government,Germany,EUR,Paseo,High,1715,10,20,34300,4116,30184,17150,13034
Europe,2022-03-01,Channel Partners,Britain,GBP,Velo,High,1727,5,7,12089,1692.46,10396.54,8635,1761.54
Europe,2022-03-01,Small Business,France,EUR,VTT,High,1727,260,7,12089,1692.46,10396.54,8635,1761.54
Europe,2022-04-01,Channel Partners,Germany,EUR,VTT,None,321,260,15,4815,48.15,4766.85,3210,1556.85
Europe,2022-04-01,Enterprise,Germany,EUR,Amarilla,None,2145,3,7,15015,300.3,14714.7,10725,3989.7
Europe,2022-04-01,Government,France,EUR,Velo,Low,1660,5,125,207500,4150,203350,199200,4150
Europe,2022-04-01,Enterprise,France,EUR,Carretera,Low,1785,10,12,21420,428.4,20991.6,5355,15636.6
Europe,2022-04-01,Government,Germany,EUR,Carretera,Low,1016,3,7,7112,355.6,6756.4,5080,1676.4
Europe,2022-04-01,Channel Partners,Britain,GBP,VTT,Low,2297,250,20,45940,2297,436,22970,20673
Europe,2022-04-01,Small Business,Germany,EUR,Paseo,Low,1123,250,20,22460,1347.6,21112.4,11230,9882.4
Europe,2022-04-01,Enterprise,Britain,GBP,Amarilla,Low,2500,5,125,312500,21875,2906,300000,-9375
Europe,2022-04-01,Small Business,Britain,GBP,Paseo,Medium,2763,10,12,33156,2320.92,308,8289,22546.08
Europe,2022-04-01,Midmarket,France,EUR,Paseo,Medium,2146,10,350,751100,60088,691012,557960,133052
Europe,2022-04-01,Government,Britain,GBP,Montana,Medium,386,120,300,115800,9264,1065,96500,10036
Europe,2022-04-01,Channel Partners,France,EUR,VTT,Medium,1857,5,125,232125,20891.25,211233.75,222840,-11606.25
Europe,2022-04-01,Government,Germany,EUR,Paseo,Medium,,,,,,,,
Europe,2022-04-01,Government,France,EUR,VTT,Medium,970,260,15,14550,1309.5,13240.5,9700,3540.5
Europe,2022-04-01,Midmarket,Britain,GBP,Velo,Medium,2682,250,20,53640,4827.6,488,26820,21992.4
Europe,2022-04-01,Midmarket,Germany,EUR,Velo,High,2706,3,7,18942,2083.62,16858.38,13530,3328.38
Europe,2022-04-01,Government,France,EUR,Paseo,High,2605,120,300,781500,101595,679905,651250,28655
Europe,2022-04-01,Small Business,France,EUR,Montana,High,1922,10,350,672700,94178,578522,499720,78802
Europe,2022-04-01,Government,Britain,GBP,Carretera,High,2536,120,300,760800,106512,654,634000,20288
Europe,2022-04-01,Government,Germany,EUR,Montana,High,1870,260,15,28050,3927,24123,18700,5423
Europe,2022-04-01,Government,Britain,GBP,Paseo,High,2151,10,350,752850,112927.5,639,559260,80662.5
Europe,2022-05-01,Government,France,EUR,Paseo,Low,,,,,,,,
Europe,2022-05-01,Government,Britain,GBP,Velo,Low,494,3,300,148200,1482,146718,123500,23218
Europe,2022-05-01,Small Business,France,EUR,Paseo,Low,766,10,12,9192,91.92,9100.08,2298,6802.08
Europe,2022-05-01,Small Business,Germany,EUR,Paseo,Low,494,250,300,148200,1482,146718,123500,23218
Europe,2022-05-01,Enterprise,Germany,EUR,Amarilla,Low,214,3,300,64200,1284,62916,53500,9416
Europe,2022-05-01,Channel Partners,France,EUR,VTT,Low,809,10,125,101125,2022.5,99102.5,97080,2022.5
Europe,2022-05-01,Government,France,EUR,Carretera,Medium,,,,,,,,
Europe,2022-05-01,Government,Germany,EUR,Montana,Medium,2966,120,350,1038100,20762,1017338,771160,246178
Europe,2022-05-01,Midmarket,Germany,EUR,Velo,Medium,809,120,125,101125,2022.5,99102.5,97080,2022.5
Europe,2022-05-01,Government,Germany,EUR,Paseo,Medium,2145,120,125,268125,5362.5,262762.5,257400,5362.5
Europe,2022-05-01,Government,France,EUR,VTT,Medium,214,250,300,64200,1284,62916,53500,9416
Europe,2022-05-01,Midmarket,Britain,GBP,Velo,Medium,2966,260,350,1038100,20762,1017338,771160,246178
Europe,2022-05-01,Channel Partners,Germany,EUR,VTT,Medium,1945,10,15,29175,875.25,28299.75,19450,8849.75
Europe,2022-05-01,Government,Germany,EUR,Carretera,Medium,1945,250,15,29175,875.25,28299.75,19450,8849.75
Europe,2022-05-01,Small Business,Britain,GBP,Paseo,High,1514,10,15,22710,908.4,21801.6,15140,6661.6
Europe,2022-05-01,Enterprise,Britain,GBP,VTT,High,1514,250,15,22710,908.4,21801.6,15140,6661.6
Europe,2022-05-01,Government,Britain,GBP,Amarilla,High,1159,5,7,8113,405.65,7707.35,5795,1912.35
Europe,2022-05-01,Enterprise,France,EUR,Amarilla,High,1159,260,7,8113,405.65,7707.35,5795,1912.35
Europe,2022-05-01,Channel Partners,Britain,GBP,Montana,High,704,10,125,88000,4400,83600,84480,-880
Europe,2022-05-01,Government,Britain,GBP,Paseo,High,704,120,125,88000,4400,83600,84480,-880
Europe,2022-05-01,Midmarket,France,EUR,Velo,High,1403,5,7,9821,589.26,9231.74,7015,2216.74
Europe,2022-06-01,Midmarket,France,EUR,Carretera,None,635,120,300,190500,15240,175260,158750,16510
Europe,2022-06-01,Midmarket,Germany,EUR,Carretera,None,711,260,15,10665,853.2,9811.8,7110,2701.8
Europe,2022-06-01,Midmarket,Britain,GBP,Carretera,None,635,260,300,190500,15240,175260,158750,16510
Europe,2022-06-01,Government,France,EUR,Montana,None,521,3,7,3647,328.23,3318.77,2605,713.77
Europe,2022-06-01,Channel Partners,Germany,EUR,Montana,None,521,250,7,3647,328.23,3318.77,2605,713.77
Europe,2022-06-01,Midmarket,Britain,GBP,Montana,None,2072,5,15,31080,3108,27972,20720,7252
Europe,2022-06-01,Government,Germany,EUR,Paseo,None,853,120,300,255900,25590,230310,213250,17060
Europe,2022-06-01,Government,Germany,EUR,Velo,None,2072,260,15,31080,3108,27972,20720,7252
Europe,2022-06-01,Channel Partners,Germany,EUR,Velo,None,853,260,300,255900,25590,230310,213250,17060
Europe,2022-06-01,Midmarket,France,EUR,VTT,None,2157,5,15,32355,3559.05,28795.95,21570,7225.95
Europe,2022-06-01,Midmarket,Germany,EUR,VTT,None,2157,260,15,32355,3559.05,28795.95,21570,7225.95
Europe,2022-06-01,Government,France,EUR,Amarilla,None,1233,10,20,24660,2959.2,21700.8,12330,9370.8
Europe,2022-06-01,Enterprise,France,EUR,Paseo,Low,1233,250,20,24660,2959.2,21700.8,12330,9370.8
Europe,2022-06-01,Enterprise,France,EUR,VTT,Low,1531,10,20,30620,3674.4,26945.6,15310,11635.6
Europe,2022-06-01,Enterprise,Britain,GBP,Paseo,Low,1531,250,20,30620,3674.4,26945.6,15310,11635.6
Europe,2022-06-01,Enterprise,Britain,GBP,VTT,Low,1013,10,12,12156,1580.28,10575.72,3039,7536.72
Europe,2022-06-01,Small Business,Germany,EUR,Carretera,Low,1013,120,12,12156,1580.28,10575.72,3039,7536.72
Europe,2022-06-01,Channel Partners,France,EUR,Montana,Low,280,3,7,1960,274.4,1685.6,1400,285.6
Europe,2022-06-01,Channel Partners,France,EUR,Paseo,Low,280,250,7,1960,274.4,1685.6,1400,285.6
Europe,2022-06-01,Small Business,Germany,EUR,Paseo,Low,293,10,20,5860,879,4981,2930,2051
Europe,2022-06-01,Enterprise,Germany,EUR,Paseo,Low,293,250,20,5860,879,4981,2930,2051
Europe,2022-06-01,Enterprise,Germany,EUR,VTT,Low,1513,3,350,529550,0,529550,393380,136170
Europe,2022-06-01,Government,France,EUR,Paseo,Medium,1513,10,350,529550,0,529550,393380,136170
Europe,2022-06-01,Government,France,EUR,Velo,Medium,2155,3,350,754250,7542.5,746707.5,560300,186407.5
Europe,2022-06-01,Government,Britain,GBP,Velo,Medium,2155,10,350,754250,7542.5,746707.5,560300,186407.5
Europe,2022-06-01,Government,Britain,GBP,VTT,Medium,1055,10,12,12660,253.2,12406.8,3165,9241.8
Europe,2022-06-01,Small Business,France,EUR,Carretera,Medium,,,,,,,,
Europe,2022-06-01,Small Business,France,EUR,Paseo,Medium,1055,120,12,12660,253.2,12406.8,3165,9241.8
Europe,2022-06-01,Government,Germany,EUR,Paseo,Medium,1084,120,12,13008,260.16,12747.84,3252,9495.84
Europe,2022-06-01,Small Business,Britain,GBP,Paseo,Medium,1287,5,125,160875,4826.25,156048.75,154440,1608.75
Europe,2022-06-01,Government,Germany,EUR,Velo,Medium,1706,5,125,213250,6397.5,206852.5,204720,2132.5
Europe,2022-06-01,Government,Germany,EUR,VTT,Medium,1287,10,125,160875,4826.25,156048.75,154440,1608.75
Europe,2022-06-01,Government,Germany,EUR,Amarilla,Medium,1706,10,125,213250,6397.5,206852.5,204720,2132.5
Europe,2022-06-01,Small Business,Britain,GBP,Amarilla,Medium,1138,5,125,142250,5690,136560,136560,0
Europe,2022-06-01,Government,Britain,GBP,Paseo,Medium,,,,,,,,
Europe,2022-06-01,Government,Britain,GBP,Amarilla,Medium,2487,3,7,17409,870.45,16538.55,12435,4103.55
Europe,2022-06-01,Government,Britain,GBP,Carretera,High,1250,120,300,375000,18750,356250,312500,43750
Europe,2022-06-01,Government,Britain,GBP,Paseo,High,2487,250,7,17409,870.45,16538.55,12435,4103.55
Europe,2022-06-01,Channel Partners,Britain,GBP,Montana,High,1250,260,300,375000,18750,356250,312500,43750
Europe,2022-06-01,Government,France,EUR,Velo,High,1362,3,350,476700,38136,438564,354120,84444
Europe,2022-06-01,Channel Partners,Britain,GBP,Velo,High,711,5,15,10665,853.2,9811.8,7110,2701.8
Europe,2022-06-01,Government,France,EUR,Amarilla,High,1362,10,350,476700,38136,438564,354120,84444
Europe,2022-07-01,Channel Partners,Germany,EUR,Paseo,None,639,120,7,4473,44.73,4428.27,3195,1233.27
Europe,2022-07-01,Government,Germany,EUR,Amarilla,None,1744,250,125,218000,2180,215820,209280,6540
Europe,2022-07-01,Government,France,EUR,VTT,Low,690,5,12,8280,165.6,8114.4,2070,6044.4
Europe,2022-07-01,Enterprise,Britain,GBP,Paseo,Low,941,260,20,18820,376.4,18443.6,9410,9033.6
Europe,2022-07-01,Enterprise,France,EUR,Paseo,Low,2791,3,15,41865,2093.25,39771.75,27910,11861.75
Europe,2022-07-01,Government,Britain,GBP,Amarilla,Medium,2342,5,12,28104,1405.2,26698.8,7026,19672.8
Europe,2022-07-01,Enterprise,Germany,EUR,Paseo,Medium,1333,120,7,9331,559.86,8771.14,6665,2106.14
Europe,2022-07-01,Small Business,France,EUR,Velo,Medium,2342,5,12,28104,1967.28,26136.72,7026,19110.72
Europe,2022-07-01,Government,Germany,EUR,Montana,Medium,490,3,15,7350,588,6762,4900,1862
Europe,2022-07-01,Government,Germany,EUR,Velo,Medium,1520,260,20,30400,2432,27968,15200,12768
Europe,2022-07-01,Government,France,EUR,Velo,High,1324,10,300,397200,35748,361452,331000,30452
Europe,2022-07-01,Midmarket,Britain,GBP,VTT,High,877,250,125,109625,9866.25,99758.75,105240,-5481.25
Europe,2022-07-01,Small Business,Germany,EUR,Carretera,High,1694,260,20,33880,3049.2,30830.8,16940,13890.8
Europe,2022-07-01,Channel Partners,France,EUR,Paseo,High,2665,120,7,18655,1865.5,16789.5,13325,3464.5
Europe,2022-07-01,Government,Britain,GBP,Velo,High,1594,10,350,557900,66948,490952,414440,76512
Europe,2022-07-01,Midmarket,France,EUR,VTT,High,1359,10,300,407700,48924,358776,339750,19026
Europe,2022-07-01,Government,France,EUR,Amarilla,High,2150,10,300,645000,77400,567600,537500,30100
Europe,2022-07-01,Government,Britain,GBP,Montana,High,1197,10,350,418950,50274,368676,311220,57456
Europe,2022-07-01,Channel Partners,Britain,GBP,Paseo,High,357,10,350,124950,16243.5,108706.5,92820,15886.5
Europe,2022-07-01,Small Business,Britain,GBP,Carretera,High,1513,3,15,22695,3177.3,19517.7,15130,4387.7
Europe,2022-07-01,Midmarket,Germany,EUR,VTT,High,552,250,125,69000,10350,58650,66240,-7590
Europe,2022-08-01,Small Business,Britain,GBP,Montana,None,1560,3,15,23400,2574,20826,15600,5226
Europe,2022-08-01,Government,Britain,GBP,Paseo,None,2935,250,20,58700,6457,52243,29350,22893
Europe,2022-08-01,Government,Britain,GBP,VTT,Low,2548,260,15,38220,4586.4,33633.6,25480,8153.6
Europe,2022-08-01,Small Business,Germany,EUR,Montana,Low,2222,10,12,26664,3732.96,22931.04,6666,16265.04
Europe,2022-08-01,Channel Partners,Britain,GBP,Amarilla,Medium,2007,10,350,702450,105367.5,597082.5,521820,75262.5
Europe,2022-08-01,Government,France,EUR,Velo,Medium,2574,120,300,772200,115830,656370,643500,12870
Europe,2022-08-01,Midmarket,Germany,EUR,Paseo,Medium,2954,250,125,369250,55387.5,313862.5,354480,-40617.5
Europe,2022-08-01,Government,Germany,EUR,Velo,Medium,2152,10,15,32280,0,32280,21520,10760
Europe,2022-08-01,Midmarket,France,EUR,Paseo,Medium,1925,10,15,28875,577.5,28297.5,19250,9047.5
Europe,2022-08-01,Government,Britain,GBP,Velo,Medium,2013,10,7,14091,281.82,13809.18,10065,3744.18
Europe,2022-08-01,Enterprise,Britain,GBP,Carretera,Medium,266,250,350,93100,1862,91238,69160,22078
Europe,2022-08-01,Small Business,France,EUR,Montana,Medium,908,3,12,10896,326.88,10569.12,2724,7845.12
Europe,2022-08-01,Government,Germany,EUR,Paseo,Medium,1778,260,350,622300,24892,597408,462280,135128
Europe,2022-08-01,Government,France,EUR,VTT,Medium,1802,10,20,36040,1802,34238,18020,16218
Europe,2022-08-01,Government,Germany,EUR,VTT,Medium,2436,250,300,730800,43848,686952,609000,77952
Europe,2022-08-01,Channel Partners,Germany,EUR,Amarilla,High,1421,120,20,28420,1989.4,26430.6,14210,12220.6
Europe,2022-08-01,Midmarket,Britain,GBP,Paseo,High,808,250,300,242400,19392,223008,202000,21008
Europe,2022-08-01,Government,France,EUR,Paseo,High,1611,5,7,11277,1014.93,10262.07,8055,2207.07
Europe,2022-08-01,Channel Partners,France,EUR,Amarilla,High,1916,120,125,239500,23950,215550,229920,-14370
Europe,2022-08-01,Enterprise,France,EUR,Carretera,High,2015,260,12,24180,3385.2,20794.8,6045,14749.8
Europe,2022-08-01,Enterprise,Germany,EUR,Carretera,High,2438,120,125,304750,45712.5,259037.5,292560,-33522.5
Europe,2022-09-01,Government,Germany,EUR,Montana,None,330,3,125,41250,412.5,40837.5,39600,1237.5
Europe,2022-09-01,Midmarket,Britain,GBP,Paseo,None,2498,5,300,749400,7494,741906,624500,117406
Europe,2022-09-01,Small Business,France,EUR,VTT,None,1989,260,12,23868,238.68,23629.32,5967,17662.32
Europe,2022-09-01,Channel Partners,France,EUR,Paseo,Low,736,120,20,14720,588.8,14131.2,7360,6771.2
Europe,2022-09-01,Midmarket,Germany,EUR,Paseo,Low,2646,120,20,52920,2116.8,50803.2,26460,24343.2
Europe,2022-09-01,Small Business,Germany,EUR,VTT,Low,349,250,350,122150,4886,117264,90740,26524
Europe,2022-09-01,Government,France,EUR,Montana,Low,2349,10,7,16443,822.15,15620.85,11745,3875.85
Europe,2022-09-01,Government,Germany,EUR,Amarilla,Low,2931,10,15,43965,3077.55,40887.45,29310,11577.45
Europe,2022-09-01,Midmarket,France,EUR,Paseo,Medium,1283,5,300,384900,30792,354108,320750,33358
Europe,2022-09-01,Channel Partners,Britain,GBP,Carretera,Medium,380,10,7,2660,292.6,2367.4,1900,467.4
Europe,2022-09-01,Government,Britain,GBP,Amarilla,Medium,2416,3,125,302000,36240,265760,289920,-24160
Europe,2022-09-01,Government,France,EUR,Paseo,Medium,623,250,350,218050,26166,191884,161980,29904
Europe,2022-09-01,Enterprise,Germany,EUR,Velo,Medium,2761,260,12,33132,3975.84,29156.16,8283,20873.16
Europe,2022-09-01,Government,France,EUR,Amarilla,Medium,2470,10,15,37050,5187,31863,24700,7163
Europe,2022-09-01,Government,Germany,EUR,Paseo,Medium,2416,3,125,302000,36240,265760,289920,-24160
Europe,2022-09-01,Government,Britain,GBP,Paseo,Medium,623,250,350,218050,26166,191884,161980,29904
Europe,2022-09-01,Enterprise,Britain,GBP,Velo,Medium,2761,260,12,33132,3975.84,29156.16,8283,20873.16
Europe,2022-09-01,Channel Partners,Germany,EUR,Carretera,Medium,2470,10,15,37050,5187,31863,24700,7163
Europe,2022-09-01,Small Business,Britain,GBP,VTT,High,1175,10,15,17625,2643.75,14981.25,11750,3231.25
Europe,2022-09-01,Government,Britain,GBP,Montana,High,1175,250,15,17625,2643.75,14981.25,11750,3231.25
Europe,2022-09-01,Enterprise,France,EUR,Velo,High,546,260,300,163800,24570,139230,136500,2730
Europe,2022-10-01,Government,Britain,GBP,Carretera,Low,1372,260,300,411600,28812,382788,343000,39788
